word,Imagability,Arousal,Familiarity,Use,Aversion,Valence
BRAVE,61.303000000000004,64.46,75.648,64.74,19.715,87.715
BUTTFUCK,53.958,50.272,30.755,20.956999999999997,56.33,20.941999999999997
CAKE,90.47200000000001,64.877,75.562,67.1,17.95,80.883
DAMP,60.012,33.288000000000004,60.498000000000005,54.736999999999995,30.205,46.3
DANK,45.611999999999995,37.535,33.62,26.136999999999997,34.818000000000005,41.035
DELICIOUS,63.848,71.343,78.42,75.095,17.6,88.37
FOIST,21.81,34.637,17.697,13.112,30.901999999999997,45.19
FUCK,48.542,61.385,72.91,60.696999999999996,43.398,31.491999999999997
GOLD,86.565,71.363,66.782,47.772,24.34,77.07300000000001
HEAVEN,74.183,63.78,72.282,57.997,23.218000000000004,83.795
HOIST,53.708,34.535,42.138000000000005,31.365,21.95,51.94
HORNY,61.905,69.267,60.46,46.3,35.87,58.422
LOVE,68.008,74.38,86.00200000000001,82.94,18.598,91.11
MOIST,61.693000000000005,46.467,57.67,47.03,32.92,55.497
MUGGY,61.4,32.473,57.048,50.58,36.668,37.375
MURDERER,73.003,60.857,66.55,33.093,52.236999999999995,25.136999999999997
NIGGER,61.13,50.44,46.145,12.87,73.207,9.18
PARADISE,81.975,72.997,65.668,53.898,19.085,88.76
PHLEGM,70.11,30.898000000000003,43.287,33.585,50.02,29.406999999999996
PUKE,81.315,41.852,56.348,47.361999999999995,55.942,21.12
PUSSY,67.867,60.633,54.135,35.085,48.352,38.056999999999995
REJOICED,55.723,57.497,57.355,43.338,21.581999999999997,82.87
RETARDED,51.34,40.94,56.265,35.648,61.505,16.977
SHITHEAD,43.093,47.538000000000004,45.622,36.905,54.293,19.962
STICKY,67.66,42.692,65.477,62.143,33.68,44.01
SUNSET,92.485,63.745,73.348,64.115,17.883,82.375
SWEET,63.806999999999995,60.445,79.872,77.808,18.848,83.055
VOMIT,82.583,41.64,57.085,46.013000000000005,56.28,21.105
WET,74.962,49.412,75.745,71.57300000000001,25.517,55.45
