# van Paridon, Thompson (in prep.)
a1	a2	b1	b2
# family
αγόρι	κορίτσι	αδερφός	αδερφή
αγόρι	κορίτσι	αδερφοί	αδερφές
αγόρι	κορίτσι	μπαμπάς	μαμά
αγόρι	κορίτσι	πατέρας	μητέρα
αγόρι	κορίτσι	παππούς	γιαγιά
αγόρι	κορίτσι	παππούς	γιαγιά
αγόρι	κορίτσι	εγγονός	εγγονή
αγόρι	κορίτσι	γαμπρός	νύφη
αγόρι	κορίτσι	αυτός	αυτή
αγόρι	κορίτσι	δικός	αυτή
αγόρι	κορίτσι	σύζυγος	σύζυγος
αγόρι	κορίτσι	βασιλιάς	βασίλισσα
αγόρι	κορίτσι	άντρας	γυναίκα
αγόρι	κορίτσι	ανηψιός	ανηψιά
αγόρι	κορίτσι	αστυνόμος	αστυνόμος
αγόρι	κορίτσι	πρίγκηπας	πριγκήπισσα
αγόρι	κορίτσι	γιος	κόρη
αγόρι	κορίτσι	γιοι	κόρες
αγόρι	κορίτσι	ετεροθαλής_αδερφός	ετεροθαλής_αδερφή
αγόρι	κορίτσι	πατριός	μητριά
αγόρι	κορίτσι	θετός_γιος	θετή_κόρη
αγόρι	κορίτσι	θείος	θεία
αδερφός	αδερφή	αδερφοί	αδερφές
αδερφός	αδερφή	μπαμπάς	μαμά
αδερφός	αδερφή	πατέρας	μητέρα
αδερφός	αδερφή	παππούς	γιαγιά
αδερφός	αδερφή	παππούς	γιαγιά
αδερφός	αδερφή	εγγονός	εγγονή
αδερφός	αδερφή	γαμπρός	νύφη
αδερφός	αδερφή	αυτός	αυτή
αδερφός	αδερφή	δικός	αυτή
αδερφός	αδερφή	σύζυγος	σύζυγος
αδερφός	αδερφή	βασιλιάς	βασίλισσα
αδερφός	αδερφή	άντρας	γυναίκα
αδερφός	αδερφή	ανηψιός	ανηψιά
αδερφός	αδερφή	αστυνόμος	αστυνόμος
αδερφός	αδερφή	πρίγκηπας	πριγκήπισσα
αδερφός	αδερφή	γιος	κόρη
αδερφός	αδερφή	γιοι	κόρες
αδερφός	αδερφή	ετεροθαλής_αδερφός	ετεροθαλής_αδερφή
αδερφός	αδερφή	πατριός	μητριά
αδερφός	αδερφή	θετός_γιος	θετή_κόρη
αδερφός	αδερφή	θείος	θεία
αδερφός	αδερφή	αγόρι	κορίτσι
αδερφοί	αδερφές	μπαμπάς	μαμά
αδερφοί	αδερφές	πατέρας	μητέρα
αδερφοί	αδερφές	παππούς	γιαγιά
αδερφοί	αδερφές	παππούς	γιαγιά
αδερφοί	αδερφές	εγγονός	εγγονή
αδερφοί	αδερφές	γαμπρός	νύφη
αδερφοί	αδερφές	αυτός	αυτή
αδερφοί	αδερφές	δικός	αυτή
αδερφοί	αδερφές	σύζυγος	σύζυγος
αδερφοί	αδερφές	βασιλιάς	βασίλισσα
αδερφοί	αδερφές	άντρας	γυναίκα
αδερφοί	αδερφές	ανηψιός	ανηψιά
αδερφοί	αδερφές	αστυνόμος	αστυνόμος
αδερφοί	αδερφές	πρίγκηπας	πριγκήπισσα
αδερφοί	αδερφές	γιος	κόρη
αδερφοί	αδερφές	γιοι	κόρες
αδερφοί	αδερφές	ετεροθαλής_αδερφός	ετεροθαλής_αδερφή
αδερφοί	αδερφές	πατριός	μητριά
αδερφοί	αδερφές	θετός_γιος	θετή_κόρη
αδερφοί	αδερφές	θείος	θεία
αδερφοί	αδερφές	αγόρι	κορίτσι
αδερφοί	αδερφές	αδερφός	αδερφή
μπαμπάς	μαμά	πατέρας	μητέρα
μπαμπάς	μαμά	παππούς	γιαγιά
μπαμπάς	μαμά	παππούς	γιαγιά
μπαμπάς	μαμά	εγγονός	εγγονή
μπαμπάς	μαμά	γαμπρός	νύφη
μπαμπάς	μαμά	αυτός	αυτή
μπαμπάς	μαμά	δικός	αυτή
μπαμπάς	μαμά	σύζυγος	σύζυγος
μπαμπάς	μαμά	βασιλιάς	βασίλισσα
μπαμπάς	μαμά	άντρας	γυναίκα
μπαμπάς	μαμά	ανηψιός	ανηψιά
μπαμπάς	μαμά	αστυνόμος	αστυνόμος
