# Berardi, Esuli, Marcheggiani (2015)
a1	a2	b1	b2
# gram1-adjective-to-adverb
incredibile	incredibilmente	apparente	apparentemente
incredibile	incredibilmente	allegro	allegramente
incredibile	incredibilmente	completo	completamente
incredibile	incredibilmente	efficiente	efficientemente
incredibile	incredibilmente	fortunato	fortunatamente
incredibile	incredibilmente	libero	liberamente
incredibile	incredibilmente	furioso	furiosamente
incredibile	incredibilmente	felice	felicemente
incredibile	incredibilmente	immediato	immediatamente
incredibile	incredibilmente	raro	raramente
incredibile	incredibilmente	vantaggioso	vantaggiosamente
incredibile	incredibilmente	più	soprattutto
incredibile	incredibilmente	ovvio	ovviamente
incredibile	incredibilmente	occasionale	occasionalmente
incredibile	incredibilmente	possibile	possibilmente
incredibile	incredibilmente	preciso	precisamente
incredibile	incredibilmente	professionale	professionalmente
incredibile	incredibilmente	veloce	velocemente
incredibile	incredibilmente	silenzioso	silenziosamente
incredibile	incredibilmente	rapido	rapidamente
incredibile	incredibilmente	scarso	scarsamente
incredibile	incredibilmente	riluttante	malvolentieri
incredibile	incredibilmente	sicuro	sicuramente
incredibile	incredibilmente	serio	seriamente
incredibile	incredibilmente	lento	lentamente
incredibile	incredibilmente	improvviso	improvvisamente
incredibile	incredibilmente	celere	celermente
incredibile	incredibilmente	tipico	tipicamente
incredibile	incredibilmente	sfortunato	sfortunatamente
incredibile	incredibilmente	solito	solitamente
apparente	apparentemente	allegro	allegramente
apparente	apparentemente	completo	completamente
apparente	apparentemente	efficiente	efficientemente
apparente	apparentemente	fortunato	fortunatamente
apparente	apparentemente	libero	liberamente
apparente	apparentemente	furioso	furiosamente
apparente	apparentemente	felice	felicemente
apparente	apparentemente	immediato	immediatamente
apparente	apparentemente	raro	raramente
apparente	apparentemente	vantaggioso	vantaggiosamente
apparente	apparentemente	più	soprattutto
apparente	apparentemente	ovvio	ovviamente
apparente	apparentemente	occasionale	occasionalmente
apparente	apparentemente	possibile	possibilmente
apparente	apparentemente	preciso	precisamente
apparente	apparentemente	professionale	professionalmente
apparente	apparentemente	veloce	velocemente
apparente	apparentemente	silenzioso	silenziosamente
apparente	apparentemente	rapido	rapidamente
apparente	apparentemente	scarso	scarsamente
apparente	apparentemente	riluttante	malvolentieri
apparente	apparentemente	sicuro	sicuramente
apparente	apparentemente	serio	seriamente
apparente	apparentemente	lento	lentamente
apparente	apparentemente	improvviso	improvvisamente
apparente	apparentemente	celere	celermente
apparente	apparentemente	tipico	tipicamente
apparente	apparentemente	sfortunato	sfortunatamente
apparente	apparentemente	solito	solitamente
apparente	apparentemente	incredibile	incredibilmente
allegro	allegramente	completo	completamente
allegro	allegramente	efficiente	efficientemente
allegro	allegramente	fortunato	fortunatamente
allegro	allegramente	libero	liberamente
allegro	allegramente	furioso	furiosamente
allegro	allegramente	felice	felicemente
allegro	allegramente	immediato	immediatamente
allegro	allegramente	raro	raramente
allegro	allegramente	vantaggioso	vantaggiosamente
allegro	allegramente	più	soprattutto
allegro	allegramente	ovvio	ovviamente
allegro	allegramente	occasionale	occasionalmente
allegro	allegramente	possibile	possibilmente
allegro	allegramente	preciso	precisamente
allegro	allegramente	professionale	professionalmente
allegro	allegramente	veloce	velocemente
allegro	allegramente	silenzioso	silenziosamente
allegro	allegramente	rapido	rapidamente
allegro	allegramente	scarso	scarsamente
allegro	allegramente	riluttante	malvolentieri
allegro	allegramente	sicuro	sicuramente
allegro	allegramente	serio	seriamente
allegro	allegramente	lento	lentamente
allegro	allegramente	improvviso	improvvisamente
allegro	allegramente	celere	celermente
allegro	allegramente	tipico	tipicamente
allegro	allegramente	sfortunato	sfortunatamente
