# van Paridon, Thompson (in prep.)
a1	a2	b1	b2
# gram2-opposite
acceptabel	onacceptabel	bewust	onbewust
acceptabel	onacceptabel	zeker	onzeker
acceptabel	onacceptabel	duidelijk	onduidelijk
acceptabel	onacceptabel	comfortabel	oncomfortabel
acceptabel	onacceptabel	competitief	oncompetitief
acceptabel	onacceptabel	consistent	inconsistent
acceptabel	onacceptabel	overtuigend	onovertuigend
acceptabel	onacceptabel	handig	onhandig
acceptabel	onacceptabel	beslist	onbeslist
acceptabel	onacceptabel	efficiënt	inefficiënt
acceptabel	onacceptabel	ethisch	onethisch
acceptabel	onacceptabel	gelukkig	ongelukkig
acceptabel	onacceptabel	eerlijk	oneerlijk
acceptabel	onacceptabel	indrukwekkend	teleurstellend
acceptabel	onacceptabel	informatief	oninformatief
acceptabel	onacceptabel	geïnformeerd	ongeïnformeerd
acceptabel	onacceptabel	bekend	onbekend
acceptabel	onacceptabel	waarschijnlijk	onwaarschijnlijk
acceptabel	onacceptabel	logisch	onlogisch
acceptabel	onacceptabel	plezierig	onplezierig
acceptabel	onacceptabel	mogelijk	onmogelijk
acceptabel	onacceptabel	mogelijk	onmogelijk
acceptabel	onacceptabel	productief	onproductief
acceptabel	onacceptabel	rationeel	irrationeel
acceptabel	onacceptabel	redelijk	onredelijk
acceptabel	onacceptabel	verantwoordelijk	onverantwoordelijk
acceptabel	onacceptabel	zeker	onzeker
acceptabel	onacceptabel	smaakvol	wansmakelijk
bewust	onbewust	zeker	onzeker
bewust	onbewust	duidelijk	onduidelijk
bewust	onbewust	comfortabel	oncomfortabel
bewust	onbewust	competitief	oncompetitief
bewust	onbewust	consistent	inconsistent
bewust	onbewust	overtuigend	onovertuigend
bewust	onbewust	handig	onhandig
bewust	onbewust	beslist	onbeslist
bewust	onbewust	efficiënt	inefficiënt
bewust	onbewust	ethisch	onethisch
bewust	onbewust	gelukkig	ongelukkig
bewust	onbewust	eerlijk	oneerlijk
bewust	onbewust	indrukwekkend	teleurstellend
bewust	onbewust	informatief	oninformatief
bewust	onbewust	geïnformeerd	ongeïnformeerd
bewust	onbewust	bekend	onbekend
bewust	onbewust	waarschijnlijk	onwaarschijnlijk
bewust	onbewust	logisch	onlogisch
bewust	onbewust	plezierig	onplezierig
bewust	onbewust	mogelijk	onmogelijk
bewust	onbewust	mogelijk	onmogelijk
bewust	onbewust	productief	onproductief
bewust	onbewust	rationeel	irrationeel
bewust	onbewust	redelijk	onredelijk
bewust	onbewust	verantwoordelijk	onverantwoordelijk
bewust	onbewust	zeker	onzeker
bewust	onbewust	smaakvol	wansmakelijk
bewust	onbewust	acceptabel	onacceptabel
zeker	onzeker	duidelijk	onduidelijk
zeker	onzeker	comfortabel	oncomfortabel
zeker	onzeker	competitief	oncompetitief
zeker	onzeker	consistent	inconsistent
zeker	onzeker	overtuigend	onovertuigend
zeker	onzeker	handig	onhandig
zeker	onzeker	beslist	onbeslist
zeker	onzeker	efficiënt	inefficiënt
zeker	onzeker	ethisch	onethisch
zeker	onzeker	gelukkig	ongelukkig
zeker	onzeker	eerlijk	oneerlijk
zeker	onzeker	indrukwekkend	teleurstellend
zeker	onzeker	informatief	oninformatief
zeker	onzeker	geïnformeerd	ongeïnformeerd
zeker	onzeker	bekend	onbekend
zeker	onzeker	waarschijnlijk	onwaarschijnlijk
zeker	onzeker	logisch	onlogisch
zeker	onzeker	plezierig	onplezierig
zeker	onzeker	mogelijk	onmogelijk
zeker	onzeker	mogelijk	onmogelijk
zeker	onzeker	productief	onproductief
zeker	onzeker	rationeel	irrationeel
zeker	onzeker	redelijk	onredelijk
zeker	onzeker	verantwoordelijk	onverantwoordelijk
zeker	onzeker	zeker	onzeker
zeker	onzeker	smaakvol	wansmakelijk
zeker	onzeker	acceptabel	onacceptabel
zeker	onzeker	bewust	onbewust
duidelijk	onduidelijk	comfortabel	oncomfortabel
duidelijk	onduidelijk	competitief	oncompetitief
duidelijk	onduidelijk	consistent	inconsistent
duidelijk	onduidelijk	overtuigend	onovertuigend
duidelijk	onduidelijk	handig	onhandig
duidelijk	onduidelijk	beslist	onbeslist
duidelijk	onduidelijk	efficiënt	inefficiënt
duidelijk	onduidelijk	ethisch	onethisch
duidelijk	onduidelijk	gelukkig	ongelukkig
duidelijk	onduidelijk	eerlijk	oneerlijk
duidelijk	onduidelijk	indrukwekkend	teleurstellend
duidelijk	onduidelijk	informatief	oninformatief
duidelijk	onduidelijk	geïnformeerd	ongeïnformeerd
duidelijk	onduidelijk	bekend	onbekend
duidelijk	onduidelijk	waarschijnlijk	onwaarschijnlijk
duidelijk	onduidelijk	logisch	onlogisch
duidelijk	onduidelijk	plezierig	onplezierig
duidelijk	onduidelijk	mogelijk	onmogelijk
