# Venekoski, Vankka (2017)
a1	a2	b1	b2
# adjective_antonyms
leveä	kapea	pitkä	lyhyt
pitkä	lyhyt	leveä	kapea
leveä	kapea	korkea	matala
korkea	matala	leveä	kapea
leveä	kapea	kuuma	kylmä
kuuma	kylmä	leveä	kapea
leveä	kapea	kova	pehmeä
kova	pehmeä	leveä	kapea
leveä	kapea	nopea	hidas
nopea	hidas	leveä	kapea
leveä	kapea	kaunis	ruma
kaunis	ruma	leveä	kapea
leveä	kapea	iloinen	surullinen
iloinen	surullinen	leveä	kapea
leveä	kapea	märkä	kuiva
märkä	kuiva	leveä	kapea
leveä	kapea	uusi	vanha
uusi	vanha	leveä	kapea
leveä	kapea	helppo	vaikea
helppo	vaikea	leveä	kapea
leveä	kapea	kallis	halpa
kallis	halpa	leveä	kapea
leveä	kapea	ohut	paksu
ohut	paksu	leveä	kapea
leveä	kapea	rikas	köyhä
rikas	köyhä	leveä	kapea
pitkä	lyhyt	korkea	matala
korkea	matala	pitkä	lyhyt
pitkä	lyhyt	kuuma	kylmä
kuuma	kylmä	pitkä	lyhyt
pitkä	lyhyt	kova	pehmeä
kova	pehmeä	pitkä	lyhyt
pitkä	lyhyt	nopea	hidas
nopea	hidas	pitkä	lyhyt
pitkä	lyhyt	kaunis	ruma
kaunis	ruma	pitkä	lyhyt
pitkä	lyhyt	iloinen	surullinen
iloinen	surullinen	pitkä	lyhyt
pitkä	lyhyt	märkä	kuiva
märkä	kuiva	pitkä	lyhyt
pitkä	lyhyt	uusi	vanha
uusi	vanha	pitkä	lyhyt
pitkä	lyhyt	helppo	vaikea
helppo	vaikea	pitkä	lyhyt
pitkä	lyhyt	kallis	halpa
kallis	halpa	pitkä	lyhyt
pitkä	lyhyt	ohut	paksu
ohut	paksu	pitkä	lyhyt
pitkä	lyhyt	rikas	köyhä
rikas	köyhä	pitkä	lyhyt
korkea	matala	kuuma	kylmä
kuuma	kylmä	korkea	matala
korkea	matala	kova	pehmeä
kova	pehmeä	korkea	matala
korkea	matala	nopea	hidas
nopea	hidas	korkea	matala
korkea	matala	kaunis	ruma
kaunis	ruma	korkea	matala
korkea	matala	iloinen	surullinen
iloinen	surullinen	korkea	matala
korkea	matala	märkä	kuiva
märkä	kuiva	korkea	matala
korkea	matala	uusi	vanha
uusi	vanha	korkea	matala
korkea	matala	helppo	vaikea
helppo	vaikea	korkea	matala
korkea	matala	kallis	halpa
kallis	halpa	korkea	matala
korkea	matala	ohut	paksu
ohut	paksu	korkea	matala
korkea	matala	rikas	köyhä
rikas	köyhä	korkea	matala
kuuma	kylmä	kova	pehmeä
kova	pehmeä	kuuma	kylmä
kuuma	kylmä	nopea	hidas
nopea	hidas	kuuma	kylmä
kuuma	kylmä	kaunis	ruma
kaunis	ruma	kuuma	kylmä
kuuma	kylmä	iloinen	surullinen
iloinen	surullinen	kuuma	kylmä
kuuma	kylmä	märkä	kuiva
