norm	adjusted r	adjusted r-squared	r-squared	vecs	source	lang	r	label
angry	0.7468217082745807	0.5577426639501629	0.5651369795707144	subs	binder (2016)	en	0.7517559308517057	angry
angry	0.7653050288594131	0.5856917871975071	0.5934566404368681	wiki	binder (2016)	en	0.7703613700315379	angry
angry	0.781408614661596	0.6105994230673545	0.618694491176202	wiki+subs	binder (2016)	en	0.7865713516116654	angry
arousal	0.7716032863531259	0.5953716315109441	0.6032648160196119	subs	binder (2016)	en	0.7767012398725857	arousal
arousal	0.7664003546523673	0.5873695036112745	0.5951565993030906	wiki	binder (2016)	en	0.7714639326002808	arousal
arousal	0.7807196665073982	0.6095231976714232	0.6176039976405518	wiki+subs	binder (2016)	en	0.7858778516032576	arousal
attention	0.7538674877272113	0.5683161890521371	0.5758506839827526	subs	binder (2016)	en	0.7588482615007777	attention
attention	0.7498895235663199	0.5623342975545222	0.5697894871054345	wiki	binder (2016)	en	0.7548440150822119	attention
attention	0.7583155643978219	0.5750424952079872	0.5826661646520326	wiki+subs	binder (2016)	en	0.7633257264445058	attention
audition	0.8172059627379208	0.667825585534412	0.6766793338274818	subs	binder (2016)	en	0.8226052114030653	audition
audition	0.7880077331348115	0.6209561874802644	0.6291885611779194	wiki	binder (2016)	en	0.7932140702092465	audition
audition	0.8088172341880308	0.6541853183195758	0.6628582297366914	wiki+subs	binder (2016)	en	0.8141610588432067	audition
away	0.6576714884292644	0.432531786692764	0.4382661096224029	subs	binder (2016)	en	0.6620166988999621	away
away	0.6234745377948818	0.3887204992785415	0.3938739907462494	wiki	binder (2016)	en	0.6275938103154376	away
away	0.646772749759432	0.4183149898313769	0.423860832499596	wiki+subs	binder (2016)	en	0.6510459526789151	away
benefit	0.6979138554535002	0.4870837496339691	0.4935412993450256	subs	binder (2016)	en	0.7025249457101331	benefit
benefit	0.7125008633975571	0.5076574803422643	0.5143877878468021	wiki	binder (2016)	en	0.7172083294599987	benefit
benefit	0.732329322572807	0.5363062366999464	0.5434163572622563	wiki+subs	binder (2016)	en	0.7371677945096736	benefit
biomotion	0.8298714719818826	0.6886866600093765	0.6978169755776826	subs	binder (2016)	en	0.8353544011841217	biomotion
biomotion	0.8092096879415718	0.6548203190584959	0.6635016490460138	wiki	binder (2016)	en	0.8145561055237471	biomotion
biomotion	0.8278086254681114	0.6852671203994039	0.6943521011622747	wiki+subs	binder (2016)	en	0.8332779255220162	biomotion
body	0.8200155842546978	0.6724255584205733	0.6813402912026643	subs	binder (2016)	en	0.8254333959821739	body
body	0.7891301637624343	0.6227264153597263	0.6309822579876014	wiki	binder (2016)	en	0.794343916693268	body
body	0.8069772537479211	0.6512122880665365	0.6598457843098429	wiki+subs	binder (2016)	en	0.8123089217224213	body
bright	0.6481814120242043	0.4201391428936913	0.42570916940932735	subs	binder (2016)	en	0.6524639219216088	bright
bright	0.6316096272534034	0.3989307212391833	0.4042195754980361	wiki	binder (2016)	en	0.6357826480001134	bright
bright	0.6460991941902889	0.4174441687333408	0.42297846642488135	wiki+subs	binder (2016)	en	0.6503679469537851	bright
caused	0.8373597270784968	0.7011713125329746	0.7104671443279194	subs	binder (2016)	en	0.8428921308969015	caused
caused	0.8384185191231999	0.7029456132087396	0.71226496792931	wiki	binder (2016)	en	0.8439579183403104	caused
caused	0.8511653831056196	0.7244825093973363	0.7340873911507101	wiki+subs	binder (2016)	en	0.8567890003674826	caused
