	rank r	adjusted rank r	source
0	0.7966128567677918	0.7966128567677918	en-wordsim353-sim.tsv
0	0.4486326642289007	0.4486326642289007	en-simlex999.tsv
0	0.38417685744678753	0.38417685744678753	en-verb143.tsv
0	0.7401539918265962	0.7401539918265962	en-wordsim353-all.tsv
0	0.8162902424319048	0.8162902424319048	en-mc30.tsv
0	0.8131126057046686	0.8131126057046686	en-rg65.tsv
0	0.5550845488103321	0.5550845488103321	en-yp130.tsv
0	0.7802858575940601	0.7802858575940601	en-men3000.tsv
0	0.6746085237988351	0.6746085237988351	en-wordsim353-rel.tsv
0	0.3482650718923474	0.3475685417485627	en-simverb3500.tsv
0	0.5597965249555324	0.49016598374916587	en-rarewords2034.tsv
0	0.6909651694155594	0.5663648929635733	en-rel122.tsv
0	0.6765284848722811	0.6765284848722811	en-mturk771.tsv
0	0.6644669529207582	0.6343691466908981	en-mturk287.tsv
