word1	word2	POS	LX-SimLex-999
velho	novo	A	0.00
esperto	inteligente	A	8.33
duro	difícil	A	8.33
feliz	alegre	A	8.33
difícil	fácil	A	0.00
rápido	veloz	A	10.00
feliz	contente	A	10.00
curto	compido	A	0.00
estúpido	burro	A	9.17
esquisito	estranho	A	8.33
largo	estreito	A	0.00
mau	horrível	A	8.33
fácil	difícil	A	0.00
mau	terrível	A	7.50
difícil	simples	A	0.00
esperto	burro	A	0.00
insano	maluco	A	8.33
feliz	louco	A	5.00
grande	enorme	A	9.17
duro	difícil	A	8.33
novo	fresco	A	7.50
esperto	burro	A	0.00
rápido	veloz	A	10.00
estúpido	tolo	A	4.17
maravilhoso	formidável	A	9.17
estranho	esquisito	A	9.17
feliz	zangado	A	0.83
estreito	amplo	A	0.00
simples	fácil	A	10.00
velho	recente	A	0.00
evidente	óbvio	A	9.17
económico	barato	A	9.17
simpático	generoso	A	5.83
estranho	normal	A	0.00
esquisito	bizarro	A	9.17
mau	imoral	A	5.83
triste	divertido	A	0.00
maravilhoso	ótimo	A	9.17
culpado	envergonhado	A	4.17
bonito	maravilhoso	A	7.50
confiante	seguro	A	8.33
burro	estúpido	A	8.33
largo	grande	A	7.50
simpático	cruel	A	0.00
impaciente	ansioso	A	8.33
grande	amplo	A	7.50
forte	orgulhoso	A	1.67
desnecessário	necessário	A	0.00
inquieto	jovem	A	0.83
burro	inteligente	A	0.00
mau	ótimo	A	0.00
difícil	simples	A	0.00
necessário	importante	A	5.83
mau	formidável	A	0.00
louco	contente	A	0.83
honesto	culpado	A	0.83
fácil	difícil	A	0.00
fácil	flexível	A	5.00
certo	seguro	A	5.83
essencial	necessário	A	3.33
diferente	normal	A	3.33
astuto	esperto	A	10.00
crucial	importante	A	8.33
severo	cruel	A	7.50
infantil	tolo	A	3.33
escasso	raro	A	9.17
amigável	generoso	A	5.83
frágil	frígido	A	0.83
comprido	estreito	A	5.83
grande	pesado	A	5.83
duro	frígido	A	5.83
duro	rígido	A	8.33
bizarro	estranho	A	10.00
mau	culpado	A	2.50
moderno	antigo	A	0.00
novo	antigo	A	0.00
enfadonho	divertido	A	0.00
feliz	jovem	A	1.67
fácil	grande	A	0.83
ótimo	horrível	A	0.00
minúsculo	enorme	A	0.00
educado	apropriado	A	5.83
modesto	envergonhado	A	5.00
exótico	raro	A	3.33
burro	esperto	A	0.00
encantador	maravilhoso	A	7.50
notável	evidente	A	7.50
assustado	ansioso	A	5.00
formal	apropriado	A	5.00
aborrecido	enfadonho	A	8.33
encantador	animado	A	1.67
infeliz	louco	A	0.83
triste	terrível	A	1.67
doente	maluco	A	5.83
violento	zangado	A	5.83
carregado	pesado	A	6.67
sujo	reles	A	2.50
elástico	flexível	A	7.50
duro	denso	A	5.83
recente	novo	A	8.33
arrojado	orgulhoso	A	1.67
manhoso	estranho	A	2.50
estranho	manhoso	A	2.50
estúpido	raro	A	0.83
manhoso	difícil	A	3.33
terrível	louco	A	2.50
modesto	flexível	A	0.00
fresco	largo	A	0.00
enorme	pateta	A	0.83
grande	flexível	A	3.33
sujo	estreito	A	0.00
esposa	marido	N	5.00
livro	texto	N	5.00
noivo	noiva	N	5.00
noite	dia	N	0.00
sul	norte	N	0.00
avião	aeroporto	N	5.00
tio	tia	N	5.00
cavalo	égua	N	5.00
fundo	topo	N	0.00
amigo	companheiro	N	7.50
estudante	pupilo	N	8.33
mundo	globo	N	7.50
perna	braço	N	5.83
avião	jato	N	6.67
mulher	homem	N	5.00
cavalo	potro	N	5.83
atriz	ator	N	5.00
professor	instrutor	N	7.50
filme	filme	N	10.00
pássaro	falcão	N	5.83
palavra	dicionário	N	5.00
dinheiro	salário	N	5.00
cão	gato	N	4.17
área	região	N	6.67
marinha	exército	N	5.83
livro	literatura	N	6.67
roupas	armário	N	6.67
pôr do sol	nascer do sol	N	1.67
criança	adulto	N	5.00
vaca	gado	N	5.00
livro	história	N	5.83
inverno	verão	N	5.83
táxi	táxi	N	10.00
árvore	ácer	N	5.83
cama	quarto	N	6.67
telhado	teto	N	5.83
doença	infeção	N	6.67
braço	ombro	N	5.83
ovelha	cordeiro	N	6.67
senhora	cavalheiro	N	5.00
barco	âncora	N	5.83
padre	monge	N	6.67
dedo do pé	dedo	N	6.67
rio	ribeiro	N	7.50
raiva	fúria	N	8.33
data	calendário	N	5.00
mar	oceano	N	9.17
segundo	minuto	N	5.83
mão	polegar	N	5.83
madeira	cepo	N	5.00
lama	lodo	N	6.67
entrada	corredor	N	5.00
modo	maneira	N	8.33
rato	gato	N	4.17
polícia	xerife	N	6.67
morte	enterro	N	5.83
música	melodia	N	6.67
cerveja	álcool	N	5.00
boca	lábio	N	5.83
tempestade	furacão	N	5.00
imposto	rendimento	N	5.00
flor	violeta	N	5.00
papel	cartão	N	5.83
chão	teto	N	5.00
praia	costa	N	5.83
varão	cortina	N	4.17
cão de caça	raposa	N	4.17
rua	beco	N	4.17
barco	convés	N	5.00
carro	buzina	N	4.17
amigo	convidado	N	2.50
empregador	empregado	N	5.83
mão	pulso	N	5.83
bala	canhão	N	5.00
álcool	brandy	N	5.00
vitória	triunfo	N	9.17
telefone	cabine	N	5.00
porta	entrada	N	5.83
motel	pousada	N	6.67
roupas	tecido	N	5.00
bife	carne	N	5.83
unha	polegar	N	5.83
banda	orquestra	N	7.50
livro	bíblia	N	5.83
negócio	indústria	N	4.17
inverno	estação	N	5.83
década	século	N	5.00
álcool	gin	N	5.00
chapéu	casaco	N	5.00
janela	porta	N	5.00
braço	pulso	N	5.00
casa	apartamento	N	5.83
vidro	cristal	N	5.00
vinho	brandy	N	4.17
criador	fabricante	N	5.00
jantar	pequeno-almoço	N	5.83
braço	músculo	N	4.17
bolha	espuma de sabão	N	5.00
pão	farinha	N	5.00
morte	tragédia	N	3.33
ausência	presença	N	0.00
arma	canhão	N	4.17
relva	folha	N	3.33
bola	cesto	N	4.17
mangueira	jardim	N	1.67
rapaz	miúdo	N	8.33
igreja	coro	N	4.17
roupa	gaveta	N	5.00
torre	sino	N	3.33
pai	pai	N	10.00
escola	classe	N	5.83
pai	adulto	N	5.00
grade	cadeia	N	4.17
carro	autoestrada	N	4.17
dicionário	definição	N	5.83
porta	cave	N	2.50
exército	legião	N	5.83
metal	alumínio	N	5.00
cadeira	banco	N	5.00
nuvem	nevoeiro	N	5.83
rapaz	filho	N	3.33
água	gelo	N	6.67
cama	cobertor	N	3.33
procurador	advogado	N	5.83
área	zona	N	8.33
negócio	companhia	N	4.17
roupa	tecido	N	4.17
camisola	blusão	N	5.00
dinheiro	capital	N	8.33
mão	pé	N	5.83
álcool	cocktail	N	5.00
jarda	polegada	N	5.00
molécula	átomo	N	5.83
lente	câmara	N	4.17
refeição	jantar	N	5.83
olho	lágrima	N	3.33
deus	diabo	N	3.33
presilha	cinto	N	4.17
ratazana	rato	N	5.83
motor	máquina	N	4.17
carro	táxi	N	4.17
gato	leão	N	4.17
tamanho	magnitude	N	6.67
realidade	fantasia	N	0.00
porta	portão	N	5.83
gato	animal de estimação	N	5.83
estanho	alumínio	N	5.00
osso	maxilar	N	5.00
cereal	trigo	N	5.83
casa	chave	N	2.50
sangue	corpo	N	4.17
porta	corredor	N	3.33
deus	espírito	N	4.17
capacidade	competência	N	7.50
abundância	profusão	N	7.50
sofá	cadeira	N	5.83
parede	tijolo	N	4.17
trombeta	tambor	N	4.17
órgão	fígado	N	5.00
força	poder	N	7.50
sintagma	palavra	N	6.67
banda	desfile	N	3.33
estômago	cintura	N	1.67
nuvem	tempestade	N	4.17
alegria	orgulho	N	4.17
ruído	barulho	N	8.33
chuva	névoa	N	4.17
cerveja	bebida	N	5.00
homem	tio	N	3.33
maçã	sumo	N	2.50
inteligência	lógica	N	4.17
comunicação	língua	N	5.83
vison	pelo	N	6.67
ralé	povo	N	5.83
litoral	costa	N	5.83
fio	cordão	N	6.67
ave	peru	N	5.00
cama	berço	N	5.00
competência	habilidade	N	7.50
nuvem	neblina	N	5.83
ceia	refeição	N	1.67
grade	gaiola	N	4.17
água	sal	N	1.67
sentido	intuição	N	5.83
situação	condição	N	5.83
crime	roubo	N	5.83
estilo	moda	N	5.00
limite	fronteira	N	7.50
braço	corpo	N	5.00
barco	carro	N	4.17
sandes	almoço	N	1.67
noiva	princesa	N	1.67
heroína	herói	N	5.00
carro	calibre	N	0.00
inseto	abelha	N	5.00
cama de bebé	berço	N	8.33
animal	pessoa	N	4.17
marijuana	erva	N	6.67
cama	hospital	N	3.33
bochecha	língua	N	4.17
disco	computador	N	4.17
curva	ângulo	N	3.33
relva	musgo	N	3.33
escola	direito	N	0.83
pé	cabeça	N	4.17
mãe	tutor	N	3.33
ortodontista	dentista	N	5.83
álcool	whiskey	N	5.00
boca	dente	N	4.17
pequeno-almoço	bacon	N	0.83
casa de banho	quarto	N	4.17
prato	tigela	N	4.17
carne	bacon	N	4.17
ar	hélio	N	5.00
trabalhador	empregador	N	5.83
corpo	peito	N	5.00
filho	pai	N	5.83
coração	cirurgia	N	2.50
mulher	secretária	N	0.83
homem	pai	N	4.17
praia	ilha	N	2.50
história	tópico	N	0.83
jogo	diversão	N	5.83
fim de semana	semana	N	5.83
casal	par	N	7.50
mulher	esposa	N	7.50
ovelha	gado	N	5.00
bolsa	saco	N	7.50
teto	catedral	N	0.00
grão	café	N	3.33
madeira	papel	N	2.50
topo	lado	N	4.17
crime	fraude	N	6.67
dor	dano	N	5.83
amante	companheiro	N	4.17
noitinha	crepúsculo	N	6.67
pai	filha	N	5.00
vinho	licor	N	5.00
vaca	bode	N	4.17
crença	opinião	N	3.33
realidade	ilusão	N	0.00
pacto	acordo	N	9.17
riqueza	pobreza	N	0.00
acidente	emergência	N	2.50
batalha	conquista	N	2.50
amigo	professor	N	1.67
doença	infeção	N	5.00
jogo	truque	N	1.67
irmão	filho	N	4.17
tia	sobrinho	N	5.00
trabalhador	mecânico	N	4.17
médico	ortodontista	N	5.00
carvalho	ácer	N	5.00
abelha	rainha	N	5.00
carro	bicicleta	N	5.00
objetivo	procura	N	3.33
agosto	mês	N	5.00
exército	pelotão	N	6.67
nuvem	tempo	N	2.50
médico	doutor	N	9.17
desfiladeiro	vale	N	5.00
rio	vale	N	1.67
sol	céu	N	5.00
alvo	seta	N	4.17
chocolate	tarte	N	5.00
circunstância	situação	N	6.67
opinião	escolha	N	1.67
ritmo	melodia	N	6.67
coragem	força	N	6.67
dia	amanhecer	N	5.00
gado	carne	N	4.17
médico	professor	N	2.50
braço	veia	N	0.83
divisão	banheira	N	0.00
corporação	negócio	N	5.00
diversão	futebol	N	2.50
monte	penhasco	N	6.67
osso	tornozelo	N	1.67
maçã	doce	N	1.67
ajudante	empregada	N	2.50
líder	manager	N	4.17
limão	chá	N	3.33
abelha	formiga	N	3.33
basquetebol	basebol	N	4.17
arroz	feijão	N	1.67
cama	mobília	N	3.33
emoção	paixão	N	5.00
anarquia	caos	N	3.33
crime	violação	N	5.00
máquina	motor	N	5.00
praia	mar	N	5.83
pista	bola	N	0.00
jarra	garrafa	N	3.33
força	capacidade	N	5.00
semente	mostarda	N	2.50
guitarra	tambor	N	3.33
opinião	ideia	N	3.33
norte	oeste	N	4.17
dieta	salada	N	2.50
mãe	esposa	N	4.17
pai	mãe	N	5.83
capitão	marinheiro	N	4.17
metro	jarda	N	4.17
cerveja	champanhe	N	4.17
motor	barco	N	2.50
carta	bridge	N	4.17
ciência	psicologia	N	3.33
pecador	santo	N	0.00
destruição	construção	N	0.00
multidão	grupo	N	6.67
praia	recife	N	4.17
homem	criança	N	3.33
pão	queijo	N	1.67
campeão	vencedor	N	7.50
celebração	cerimónia	N	6.67
menu	pedido	N	3.33
rei	princesa	N	3.33
riqueza	prestígio	N	2.50
resistência	força	N	5.83
perigo	ameaça	N	6.67
deus	padre	N	4.17
homens	fraternidade	N	2.50
camarada	companheiro	N	8.33
professor	ajudante	N	1.67
corpo	estômago	N	3.33
língua	garganta	N	4.17
casa	carpete	N	0.83
inteligência	habilidade	N	5.00
viagem	conquista	N	0.83
deus	vítima	N	0.00
irmão	alma	N	0.00
adversário	oponente	N	9.17
morte	catástrofe	N	3.33
monstro	demónio	N	2.50
dia	manhã	N	4.17
homem	vencedor	N	0.83
amigo	tipo	N	4.17
música	história	N	0.00
raio	brilho do sol	N	4.17
tipo	borracho	N	1.67
frango	arroz	N	1.67
caixa	elevador	N	0.00
manteiga	batata	N	0.83
apartamento	mobília	N	2.50
lago	pântano	N	3.33
salada	vinagre	N	2.50
flor	bolbo	N	4.17
nuvem	névoa	N	4.17
condutor	piloto	N	7.50
açucar	mel	N	3.33
corpo	ombro	N	3.33
ideia	imagem	N	0.83
pai	irmão	N	3.33
lua	planeta	N	3.33
baile	traje	N	0.83
grade	cerca	N	5.00
quarto	cama	N	4.17
flor	arbusto	N	3.33
osso	joelho	N	3.33
braço	joelho	N	3.33
fundo	lado	N	2.50
vaso	veia	N	5.00
gato	coelho	N	2.50
carne	sandes	N	0.83
crença	conceito	N	0.83
inteligência	revelação	N	0.00
atenção	interesse	N	6.67
atitude	confiança	N	3.33
certo	justiça	N	1.67
discussão	acordo	N	1.67
profundidade	magnitude	N	3.33
meio	notícias	N	0.00
vencedor	candidato	N	1.67
aniversário	data	N	3.33
taxa	pagamento	N	4.17
bíblia	hino	N	0.83
saída	entrada	N	4.17
homem	sentinela	N	0.00
corredor	entrada	N	0.83
whiskey	gin	N	4.17
sangue	medula	N	3.33
óleo	vison	N	0.00
chão	piso	N	6.67
telhado	chão	N	0.83
porta	chão	N	1.67
ombro	cabeça	N	3.33
vagão	carruagem	N	6.67
carro	transporte	N	5.83
cotovelo	tornozelo	N	4.17
riqueza	fama	N	3.33
tristeza	vergonha	N	2.50
administração	gestão	N	8.33
comunicação	conversação	N	7.50
poluição	atmosfera	N	4.17
anatomia	biologia	N	1.67
colégio	ocupação	N	0.00
livro	tópico	N	0.83
fórmula	equação	N	4.17
livro	informação	N	1.67
rapaz	parceiro	N	2.50
céu	universo	N	3.33
população	pessoas	N	6.67
colégio	aula	N	5.00
chefe	presidente de Câmara Municipal	N	3.33
rabino	padre	N	4.17
metro	polegada	N	4.17
poliéster	algodão	N	4.17
advogado	banqueiro	N	0.83
violino	instrumento	N	4.17
acampamento	cabana	N	3.33
pote	utensílio	N	0.83
linho	tecido	N	2.50
whiskey	champanhe	N	4.17
rapariga	criança	N	2.50
chalé	cabana	N	5.83
ave	galinha	N	5.00
barulho	ruído	N	9.17
pôr do sol	noite	N	4.17
chuvisco	chuva	N	6.67
adulto	bebé	N	4.17
carvão	hulha	N	7.50
corpo	coluna	N	3.33
cabeça	unha	N	1.67
