file,words,lines,mean_line_length
dedup.thwiki-meta.txt,12440032,1382430,9.0
dedup.hywiki-meta.txt,38490278,1777157,21.66
dedup.itwiki-meta.txt,476457197,25247503,18.87
dedup.nlwiki-meta.txt,248764424,17269655,14.4
dedup.th.txt,10557948,5987929,1.76
dedup.mswiki-meta.txt,28946521,1995723,14.5
dedup.brwiki-meta.txt,7644077,486145,15.72
dedup.rowiki-meta.txt,65168413,4033576,16.16
dedup.tewiki-meta.txt,15246609,1473989,10.34
dedup.nowiki-meta.txt,90882901,6254817,14.53
dedup.hy.txt,23729,3916,6.06
dedup.eo.txt,381666,70097,5.44
dedup.ukwiki-meta.txt,162630340,12191108,13.34
dedup.bswiki-meta.txt,13140963,999374,13.15
dedup.cs.txt,249041680,38707657,6.43
dedup.mkwiki-meta.txt,26681023,1586236,16.82
dedup.sv.txt,101270589,14730593,6.87
dedup.jawiki-meta.txt,23524346,9888695,2.38
dedup.euwiki-meta.txt,20139778,1768443,11.39
dedup.ro.txt,434898199,56462492,7.7
dedup.et.txt,60427434,10091628,5.99
dedup.es.txt,514363933,68983539,7.46
dedup.frwiki-meta.txt,724280676,37062245,19.54
dedup.huwiki-meta.txt,120830241,9771660,12.37
dedup.it.txt,277692789,37352602,7.43
dedup.fi.txt,116907161,22938041,5.1
dedup.hrwiki-meta.txt,42982504,3507561,12.25
dedup.ptwiki-meta.txt,238221599,12807223,18.6
dedup.enwiki-meta.txt,2477794990,141019932,17.57
dedup.ko.txt,6834405,1589818,4.3
dedup.uk.txt,4945826,897629,5.51
dedup.ca.txt,3098950,445957,6.95
dedup.af.txt,323663,48934,6.61
dedup.de.txt,139494246,19891229,7.01
dedup.svwiki-meta.txt,143268104,12007853,11.93
dedup.sq.txt,11767479,1768701,6.65
dedup.elwiki-meta.txt,58228905,3189510,18.26
dedup.hu.txt,227698560,37694398,6.04
dedup.hewiki-meta.txt,132900286,9549973,13.92
dedup.srwiki-meta.txt,69719971,5373500,12.97
dedup.fr.txt,335525381,40377723,8.31
dedup.no.txt,45553184,6811474,6.69
dedup.ruwiki-meta.txt,390749247,27991787,13.96
dedup.mk.txt,20095252,3176907,6.33
dedup.sk.txt,47349587,7596694,6.23
dedup.arwiki-meta.txt,119823112,6539777,18.32
dedup.te.txt,103116,22907,4.5
dedup.tl.txt,87945,14615,6.02
dedup.ja.txt,3027882,2077266,1.46
dedup.dawiki-meta.txt,56246019,3822355,14.72
dedup.eu.txt,3400494,684348,4.97
dedup.fawiki-meta.txt,86730261,4995718,17.36
dedup.iswiki-meta.txt,7196890,546452,13.17
dedup.trwiki-meta.txt,54731118,4370202,12.52
dedup.skwiki-meta.txt,28569118,2223727,12.85
dedup.hiwiki-meta.txt,31099476,917739,33.89
dedup.nl.txt,264868500,35858635,7.39
dedup.is.txt,7474110,1229586,6.08
dedup.pt.txt,257597147,34830482,7.4
dedup.br.txt,110927,18587,5.97
dedup.bnwiki-meta.txt,18575526,672037,27.64
dedup.da.txt,87088174,12521094,6.96
dedup.sr.txt,343517729,52324860,6.57
dedup.lt.txt,6252007,1278894,4.89
dedup.ru.txt,152197701,23670047,6.43
dedup.mlwiki-meta.txt,10454146,1139338,9.18
dedup.tlwiki-meta.txt,6514999,379732,17.16
dedup.plwiki-meta.txt,232421846,18408289,12.63
dedup.sqwiki-meta.txt,17768078,1051381,16.9
dedup.ur.txt,195580,27875,7.02
dedup.ka.txt,1108569,212798,5.21
dedup.viwiki-meta.txt,115161095,5615449,20.51
dedup.glwiki-meta.txt,40154889,2163830,18.56
dedup.fa.txt,45332893,7097056,6.39
dedup.ta.txt,123486,28338,4.36
dedup.kk.txt,13479,3459,3.9
dedup.idwiki-meta.txt,69226946,4911924,14.09
dedup.afwiki-meta.txt,17132998,1007243,17.01
dedup.eswiki-meta.txt,585587691,28761419,20.36
dedup.cawiki-meta.txt,175562501,8461347,20.75
dedup.siwiki-meta.txt,5980384,411985,14.52
dedup.bn.txt,2227539,413611,5.39
dedup.bs.txt,91932337,14493168,6.34
dedup.etwiki-meta.txt,29174554,2810290,10.38
dedup.slwiki-meta.txt,31642017,2351882,13.45
dedup.lv.txt,2167619,424849,5.1
dedup.urwiki-meta.txt,15878599,549778,28.88
dedup.kkwiki-meta.txt,18298522,1760475,10.39
dedup.id.txt,65035948,10522766,6.18
dedup.fiwiki-meta.txt,73628517,6815457,10.8
dedup.el.txt,271063437,39259337,6.9
dedup.pl.txt,250390753,40709778,6.15
dedup.he.txt,169640985,27272065,6.22
dedup.tawiki-meta.txt,17143982,1698631,10.09
dedup.en.txt,750595863,91280187,8.22
dedup.kawiki-meta.txt,15259792,1382839,11.04
dedup.bg.txt,246937672,35945244,6.87
dedup.sl.txt,106593589,17336959,6.15
dedup.dewiki-meta.txt,976143002,69439030,14.06
dedup.ltwiki-meta.txt,23201286,2089553,11.1
dedup.ms.txt,12184058,2073735,5.88
dedup.kowiki-meta.txt,62946029,5260248,11.97
dedup.gl.txt,1666742,253327,6.58
dedup.vi.txt,27372810,3327528,8.23
dedup.ml.txt,1520819,372678,4.08
dedup.lvwiki-meta.txt,13939981,1278305,10.91
dedup.eowiki-meta.txt,37640319,2571606,14.64
dedup.hi.txt,659797,97473,6.77
dedup.ar.txt,188360587,33386805,5.64
dedup.si.txt,3493084,654130,5.34
dedup.bgwiki-meta.txt,53474661,3379903,15.82
dedup.tr.txt,239771327,43163069,5.56
dedup.hr.txt,241661204,37522212,6.44
dedup.cswiki-meta.txt,100293682,7461606,13.44
