# Rodrigues, Branco, Neale, Silva (2016)
word1	word2	similarity
salpico	esguicho	8.75
sem data	não datável	6.25
rodeios	batida	0.5
rodeios	refluxo	0
desalojar	privar	6.25
provincialismo	tacanhez	2.5
provincialismo	parcialidade	2
instrumentalidade	departamento	1
instrumentalidade	utilidade	3.25
envolvimento	ação	3
envolvimento	implicação	3.25
eclesiástico	clérigo	7
brigadeiro	general	5
carbónico	químico	5.25
carbónico	papel	1.75
aspirar	pronunciar	1.5
aspirar	remover	4
monotipo	máquina	4.75
desproporcionado	incomensurável	6.25
fogueiras	fogo	5.5
consciência	conhecimento	5.75
urbanizar	mudar	1.5
imperfeição	estado	1.5
avaliação	taxa	5
avaliação	análise	6
incubar	procriar	7.25
incubar	desenvolver	6.75
principado	domínio	4.25
vicário	anormal	0.25
substituto	secundário	2.75
deselegante	embaraçoso	6.25
cego	daltónico	3.75
socializar	educar	4.5
socializar	swing	1.5
diagonais	linha	5.5
diagonais	heterossexual	0.25
aclimatar	adaptar	5.75
desobediente	rebelde	8.5
desobediente	desafiante	5.25
subdividindo	subdividir	9.5
subdividindo	separar	7.75
antifeminismo	sexismo	7.25
circuncidar	cortar	6.5
circuncidar	remover	5.75
excomungar	expulsar	7.25
alcançado	terminado	6
agressor	malfeitor	8.25
desrespeitado	discordar	2.75
desrespeitado	transgredir	5
temperar	mudar	1.25
disparatar	tagarelar	4.25
repavimentar	cobrir	3.75
repavimentar	superfície	3.25
amizades	fraternidade	6.75
comovente	emotivo	6.5
eleitor	votante	7.5
intencionalidade	pretendido	5
vulgarismo	profanação	2.75
vulgarismo	deselegância	4.25
sem escrita	analfabeto	6.5
sem escrita	incivilizado	3
repetir	ouvir	0.5
vagabundos	programa	0.25
vagabundos	nómada	4
marginalizar	interagir	1.5
hiperligação	ligação	7
empossado	admitir	4.5
empossado	instalar	2.25
enganar	capturar	3.5
enganar	iludir	8.75
aliviado	consolar	5.25
aliviado	ajudar	2.5
radiadores	início	0.25
radiadores	sistema	2.75
pós-modernismo	género	2.75
escavações	local	2.5
escavações	extracção	3.5
confortável	acolhedor	8.75
sem penas	implume	9
sem penas	depenado	8.25
atribuído	regimento	1.5
atribuído	permitir	2.75
ouvintes	espião	2.5
não anunciado	inesperado	7.5
incapacidades	insuficiência	5.5
incapacidades	incompreensão	2.75
monoculturas	cultura	5.5
tricolor	bandeira	2.5
omnipotência	estado	4.25
misturar	mudar	2
calcificar	endurecer	2
calcificar	mudar	2.25
deserdação	descontinuição	2.5
entrelaçado	entrançar	8.25
cessão	renúncia	4.5
anão	pequeno	6.5
avaliação	taxa	2.75
avaliação	classificação	8.75
receitas	medicamento	5
prescrições	direção	2.25
antipsicótico	lítio	2.75
circunferencial	periférico	4.25
galos	frango	6.75
não-público	privado	9.25
cantar à tirolesa	cantar	5.25
canto tirolês	canto	5.25
autoerótico	sensual	2.75
uníssonos	acordo	4.5
uníssonos	concordância	6
desmontado	destruir	2.75
pré-adolescentes	juvenis	6.25
inacessível	intransitável	6.25
monograma	símbolo	5.5
opalescência	luminosidade	2
estrogénico	hormona	6
enganador	batida	0.25
consubstancial	considerável	3.5
coeducação	educação	5.25
canónico	padrão	7.5
galvânico	excitante	7.5
nomeado	nomear	6.5
nomeado	escolher	6.5
excedência	probabilidade	0.75
confiar	consignar	5.75
confidenciar	desembrulhar	1.75
estabelecido	iniciar	0.5
condescender	agir	2.25
triciclo	tuk-tuk	6.75
libertado	difundido	3.25
pós-modernista	artista	3.25
camponês	rústico	7
ruralista	defensor	1.5
ilusionistas	feiticeira	6.5
detestável	ofensivo	4.5
detestável	odioso	8.75
comparando	comparar	8.75
comparando	empregar analogia	7.25
comerciantes	vender	5
montanha-russa	rolamento	2.25
ninharia	pagamento	3
desalmado	insensível	7.5
hipermercado	supermercado	6
confluente	ramo	2.25
confluente	convergente	9.25
antecâmaras	edifício	4.25
raciocício	deduzir	6.5
raciocício	argumentar novamente	4
convocações	página	1.25
convocações	exigir	2.25
predestinado	predeterminado	7
antecâmara	sala	5
concavidade	forma	5.5
concavidade	encaixe	2
abrir o fecho	desatar	6.5
colherada	conteúdo	2.75
divisível	divisível	10
hipersensível	suscetível	5.75
impureza	adulteração	4.75
impureza	desperdício	2.75
inscrever	gravar	7.5
virginais	cravo	4.75
hipertextos	base de dados	4.5
heranças	aquisição	3.75
infecioso	sético	7
infecioso	contagioso	8.25
identificado	localizar	5.5
capitalizado	lucro	5.5
capitalizado	fornecimento	2.25
refazer	regressar	3.75
morte	qualidade	0.5
morte	inelasticidade	3.5
conformismo	legalismo	2.25
tripés	tripé	9.75
duradouramente	desgaste	0.25
duradouramente	povoar	0.5
inesperado	imprevisto	8.75
interligar	intercomunicar	6.25
interligar	conectar	7.75
golpear na cabeça	matar	5.25
golpear na cabeça	bater	6.25
monociclos	roda	3.5
monociclos	bicicleta	3.5
conservantes	cozinhar	2
defensores	trabalhador	1
auto-enxertos	enxerto	6.5
retardar	desacelerar	8.25
retardar	ficar	2.75
subfamília	grupo	5.25
incrustar	camada	2.5
incrustar	decorar	2
áptero	não-voante	5.75
intraespecífico	interespécie	4.75
encapsulado	penetrar	1.5
encapsulado	escavar	2.25
supressor	gene	0.5
supressor	retardador	4.75
expor	elaborar	4.75
expor	pormenorizar	5
ativo	energético	8.25
vivificante	revigorante	8
abastado	rico	9.5
agitado	importante	3.75
Agitado	vivo	4.25
sem ponta	opaco	3
apalhaçado	humorístico	7
inquisidor	mil	0.25
inquisidor	inquiridor	8.5
extrovertido	comunicativo	7.5
finalidade	conclusivo	4.5
gibberish	holandês	5.25
campeonato	posição	4
campeonato	concurso	6.75
indelicado	indecente	5
indelicado	insípido	1.5
xecado	domínio	5
voador	voar	4.5
voador	disparar	1.75
atraso	idiotice	3.25
descontínuo	disjunto	3
depreciar	desvalorizar	8.75
flatulência	físico	2
venenoso	tóxico	8.5
venenoso	malicioso	7.75
encoberto	envolver	5.25
em vão	ineficaz	7.25
desvio	deserção	2.25
capitação	taxar	4.25
denominar	etiqueta	4.5
iliberal	limitado	4.25
periódico	noturno	2.75
periódico	publicação	4
destilado	líquido	4
regressar	devolver	5.75
ditadura	estado	4.5
desfavorecer	preconceito	4.75
pós-glacial	frio	3
enobrecido	honra	4
anticiclones	alto	1.75
cilíndrico	arredondado	8
não-político	apolítico	9.5
circunferência	tamanho	3
reposicionamentos	mover	5.25
reposicionamentos	reduzir	2.5
biblioteconomia	posição	1.75
condutivo	semicondutor	4
saltar	pular	9
saltou	saltar	9.5
solicitação	pedido	9.25
convertível	carro	3.5
convertível	segurança	1
constitutivo	essencial	3.25
crianças em idade pré-escolar	criança	6
irritadíssimo	zangado	8.25
irritadíssimo	tempestuoso	8
profanar	danificar	6.5
profanar	lugar	2
