# Mohammad, et al. (2007)
word1	word2	similarity
seil	lächeln	0
mittag	schnur	0.04
word1	word2	similarity
hahn	reise	0
obst	backofen	0.92
autogramm	küste	0.04
kraftfahrzeug	magier	0.04
berg	herd	0
grinsen	werkzeug	0
irrenhaus	obst	0.04
irrenhaus	mönch	0.25
friedhof	psychiatrie	0.38
junge	hahn	0.29
glas	zauberer	0.58
polster	juwel	0.29
mönch	sklave	0.58
Irrenhaus	Friedhof	0.33
küste	forst	1.08
grinsen	bursche	0.58
ufer	wald	1.29
mönch	orakel	0.54
junge	fabel	0.38
auto	polster	1.25
berg	küste	1.71
bursche	magier	0.58
gorst	kirchhof	0.46
nahrung	hahn	1.88
friedhof	wald	0.96
küste	reise	1.46
vogel	wald	1.63
ufer	hügel	1.25
backofen	werkzeug	1.04
kranich	hahn	2.21
berg	wald	1.75
auto	fahrt	2.75
friedhof	hügel	0.92
glas	juwel	1.08
zauberer	orakel	1.71
kran	werkzeug	1.96
bruder	bursche	1.58
fabel	magier	1.54
orakel	fabel	1.25
gockel	hahn	3.17
vogel	hahn	3.54
nahrung	obst	3.29
bruder	mönch	3.04
irrenhaus	psychiatrie	3.67
backofen	herd	3.42
zauberer	magier	3.96
hügel	berg	3.46
schnur	seil	3.38
glas	becher	3.25
grinsen	lächeln	3.38
leibeigener	sklave	3.83
fahrt	reise	3.25
autogramm	unterschrift	3.54
küste	ufer	3.67
forst	wald	3.75
gerät	werkzeug	3
vogel	kranich	4
junge	bursche	3.79
polster	kissen	3.13
friedhof	kirchhof	3
kraftfahrzeug	auto	3.79
edelstein	juwel	3.83
mittag	mittagsstunde	3.54
