# Mikolov, et al. (2013)
a1	a2	b1	b2
# gram1-adjective-to-adverb
מדהים	בצורה_מדהימה	גלוי	כנראה
מדהים	בצורה_מדהימה	רגוע	ברוגע
מדהים	בצורה_מדהימה	עליז	בעליזות
מדהים	בצורה_מדהימה	שלם	לגמרי
מדהים	בצורה_מדהימה	יעיל	ביעילות
מדהים	בצורה_מדהימה	בר_מזל	למרבה_המזל
מדהים	בצורה_מדהימה	חופשי	בחופשיות
מדהים	בצורה_מדהימה	זועם	בזעם
מדהים	בצורה_מדהימה	שמח	בשמחה
מדהים	בצורה_מדהימה	מיידי	באופן_מיידי
מדהים	בצורה_מדהימה	נדיר	לעיתים_רחוקות
מדהים	בצורה_מדהימה	בר_מזל	למרבה_המזל
מדהים	בצורה_מדהימה	הכי	לרוב
מדהים	בצורה_מדהימה	ברור	בוודאי
מדהים	בצורה_מדהימה	ארעי	לפעמים
מדהים	בצורה_מדהימה	אפשרי	אולי
מדהים	בצורה_מדהימה	מדויק	במדויק
מדהים	בצורה_מדהימה	מקצועי	במקצועיות
מדהים	בצורה_מדהימה	מהיר	במהירות
מדהים	בצורה_מדהימה	שקט	בשקט
מדהים	בצורה_מדהימה	מהיר	במהירות
מדהים	בצורה_מדהימה	נדיר	לעיתים_נדירות
מדהים	בצורה_מדהימה	מסוייג	באי_רצון
מדהים	בצורה_מדהימה	בטוח	בבטחה
מדהים	בצורה_מדהימה	רציני	ברצינות
מדהים	בצורה_מדהימה	לאט	באיטיות
מדהים	בצורה_מדהימה	פתאומי	בפתאומיות
מדהים	בצורה_מדהימה	מהיר	במהירות
מדהים	בצורה_מדהימה	טיפוסי	בצורה_טיפוסית
מדהים	בצורה_מדהימה	חסר_מזל	למרבה_הצער
מדהים	בצורה_מדהימה	רגיל	בדרך_כלל
גלוי	כנראה	רגוע	ברוגע
גלוי	כנראה	עליז	בעליזות
גלוי	כנראה	שלם	לגמרי
גלוי	כנראה	יעיל	ביעילות
גלוי	כנראה	בר_מזל	למרבה_המזל
גלוי	כנראה	חופשי	בחופשיות
גלוי	כנראה	זועם	בזעם
גלוי	כנראה	שמח	בשמחה
גלוי	כנראה	מיידי	באופן_מיידי
גלוי	כנראה	נדיר	לעיתים_רחוקות
גלוי	כנראה	בר_מזל	למרבה_המזל
גלוי	כנראה	הכי	לרוב
גלוי	כנראה	ברור	בוודאי
גלוי	כנראה	ארעי	לפעמים
גלוי	כנראה	אפשרי	אולי
גלוי	כנראה	מדויק	במדויק
גלוי	כנראה	מקצועי	במקצועיות
גלוי	כנראה	מהיר	במהירות
גלוי	כנראה	שקט	בשקט
גלוי	כנראה	מהיר	במהירות
גלוי	כנראה	נדיר	לעיתים_נדירות
גלוי	כנראה	מסוייג	באי_רצון
גלוי	כנראה	בטוח	בבטחה
גלוי	כנראה	רציני	ברצינות
גלוי	כנראה	לאט	באיטיות
גלוי	כנראה	פתאומי	בפתאומיות
גלוי	כנראה	מהיר	במהירות
גלוי	כנראה	טיפוסי	בצורה_טיפוסית
גלוי	כנראה	חסר_מזל	למרבה_הצער
גלוי	כנראה	רגיל	בדרך_כלל
גלוי	כנראה	מדהים	בצורה_מדהימה
רגוע	ברוגע	עליז	בעליזות
רגוע	ברוגע	שלם	לגמרי
רגוע	ברוגע	יעיל	ביעילות
רגוע	ברוגע	בר_מזל	למרבה_המזל
רגוע	ברוגע	חופשי	בחופשיות
רגוע	ברוגע	זועם	בזעם
רגוע	ברוגע	שמח	בשמחה
רגוע	ברוגע	מיידי	באופן_מיידי
רגוע	ברוגע	נדיר	לעיתים_רחוקות
רגוע	ברוגע	בר_מזל	למרבה_המזל
רגוע	ברוגע	הכי	לרוב
רגוע	ברוגע	ברור	בוודאי
רגוע	ברוגע	ארעי	לפעמים
רגוע	ברוגע	אפשרי	אולי
רגוע	ברוגע	מדויק	במדויק
רגוע	ברוגע	מקצועי	במקצועיות
רגוע	ברוגע	מהיר	במהירות
רגוע	ברוגע	שקט	בשקט
רגוע	ברוגע	מהיר	במהירות
רגוע	ברוגע	נדיר	לעיתים_נדירות
רגוע	ברוגע	מסוייג	באי_רצון
רגוע	ברוגע	בטוח	בבטחה
רגוע	ברוגע	רציני	ברצינות
רגוע	ברוגע	לאט	באיטיות
רגוע	ברוגע	פתאומי	בפתאומיות
רגוע	ברוגע	מהיר	במהירות
רגוע	ברוגע	טיפוסי	בצורה_טיפוסית
רגוע	ברוגע	חסר_מזל	למרבה_הצער
רגוע	ברוגע	רגיל	בדרך_כלל
רגוע	ברוגע	מדהים	בצורה_מדהימה
רגוע	ברוגע	גלוי	כנראה
עליז	בעליזות	שלם	לגמרי
עליז	בעליזות	יעיל	ביעילות
עליז	בעליזות	בר_מזל	למרבה_המזל
עליז	בעליזות	חופשי	בחופשיות
עליז	בעליזות	זועם	בזעם
עליז	בעליזות	שמח	בשמחה
עליז	בעליזות	מיידי	באופן_מיידי
עליז	בעליזות	נדיר	לעיתים_רחוקות
עליז	בעליזות	בר_מזל	למרבה_המזל
עליז	בעליזות	הכי	לרוב
עליז	בעליזות	ברור	בוודאי
עליז	בעליזות	ארעי	לפעמים
עליז	בעליזות	אפשרי	אולי
עליז	בעליזות	מדויק	במדויק
עליז	בעליזות	מקצועי	במקצועיות
עליז	בעליזות	מהיר	במהירות
עליז	בעליזות	שקט	בשקט
עליז	בעליזות	מהיר	במהירות
עליז	בעליזות	נדיר	לעיתים_נדירות
עליז	בעליזות	מסוייג	באי_רצון
עליז	בעליזות	בטוח	בבטחה
עליז	בעליזות	רציני	ברצינות
עליז	בעליזות	לאט	באיטיות
עליז	בעליזות	פתאומי	בפתאומיות
עליז	בעליזות	מהיר	במהירות
עליז	בעליזות	טיפוסי	בצורה_טיפוסית
עליז	בעליזות	חסר_מזל	למרבה_הצער
עליז	בעליזות	רגיל	בדרך_כלל
עליז	בעליזות	מדהים	בצורה_מדהימה
עליז	בעליזות	גלוי	כנראה
עליז	בעליזות	רגוע	ברוגע
שלם	לגמרי	יעיל	ביעילות
שלם	לגמרי	בר_מזל	למרבה_המזל
שלם	לגמרי	חופשי	בחופשיות
שלם	לגמרי	זועם	בזעם
שלם	לגמרי	שמח	בשמחה
שלם	לגמרי	מיידי	באופן_מיידי
שלם	לגמרי	נדיר	לעיתים_רחוקות
שלם	לגמרי	בר_מזל	למרבה_המזל
שלם	לגמרי	הכי	לרוב
שלם	לגמרי	ברור	בוודאי
שלם	לגמרי	ארעי	לפעמים
שלם	לגמרי	אפשרי	אולי
שלם	לגמרי	מדויק	במדויק
שלם	לגמרי	מקצועי	במקצועיות
שלם	לגמרי	מהיר	במהירות
שלם	לגמרי	שקט	בשקט
שלם	לגמרי	מהיר	במהירות
שלם	לגמרי	נדיר	לעיתים_נדירות
שלם	לגמרי	מסוייג	באי_רצון
שלם	לגמרי	בטוח	בבטחה
שלם	לגמרי	רציני	ברצינות
שלם	לגמרי	לאט	באיטיות
שלם	לגמרי	פתאומי	בפתאומיות
שלם	לגמרי	מהיר	במהירות
שלם	לגמרי	טיפוסי	בצורה_טיפוסית
שלם	לגמרי	חסר_מזל	למרבה_הצער
שלם	לגמרי	רגיל	בדרך_כלל
שלם	לגמרי	מדהים	בצורה_מדהימה
שלם	לגמרי	גלוי	כנראה
שלם	לגמרי	רגוע	ברוגע
שלם	לגמרי	עליז	בעליזות
יעיל	ביעילות	בר_מזל	למרבה_המזל
יעיל	ביעילות	חופשי	בחופשיות
יעיל	ביעילות	זועם	בזעם
יעיל	ביעילות	שמח	בשמחה
יעיל	ביעילות	מיידי	באופן_מיידי
יעיל	ביעילות	נדיר	לעיתים_רחוקות
יעיל	ביעילות	בר_מזל	למרבה_המזל
יעיל	ביעילות	הכי	לרוב
יעיל	ביעילות	ברור	בוודאי
יעיל	ביעילות	ארעי	לפעמים
יעיל	ביעילות	אפשרי	אולי
יעיל	ביעילות	מדויק	במדויק
יעיל	ביעילות	מקצועי	במקצועיות
יעיל	ביעילות	מהיר	במהירות
יעיל	ביעילות	שקט	בשקט
יעיל	ביעילות	מהיר	במהירות
יעיל	ביעילות	נדיר	לעיתים_נדירות
יעיל	ביעילות	מסוייג	באי_רצון
יעיל	ביעילות	בטוח	בבטחה
יעיל	ביעילות	רציני	ברצינות
יעיל	ביעילות	לאט	באיטיות
יעיל	ביעילות	פתאומי	בפתאומיות
יעיל	ביעילות	מהיר	במהירות
יעיל	ביעילות	טיפוסי	בצורה_טיפוסית
יעיל	ביעילות	חסר_מזל	למרבה_הצער
יעיל	ביעילות	רגיל	בדרך_כלל
יעיל	ביעילות	מדהים	בצורה_מדהימה
יעיל	ביעילות	גלוי	כנראה
יעיל	ביעילות	רגוע	ברוגע
יעיל	ביעילות	עליז	בעליזות
יעיל	ביעילות	שלם	לגמרי
בר_מזל	למרבה_המזל	חופשי	בחופשיות
בר_מזל	למרבה_המזל	זועם	בזעם
בר_מזל	למרבה_המזל	שמח	בשמחה
בר_מזל	למרבה_המזל	מיידי	באופן_מיידי
בר_מזל	למרבה_המזל	נדיר	לעיתים_רחוקות
בר_מזל	למרבה_המזל	בר_מזל	למרבה_המזל
בר_מזל	למרבה_המזל	הכי	לרוב
בר_מזל	למרבה_המזל	ברור	בוודאי
בר_מזל	למרבה_המזל	ארעי	לפעמים
בר_מזל	למרבה_המזל	אפשרי	אולי
בר_מזל	למרבה_המזל	מדויק	במדויק
בר_מזל	למרבה_המזל	מקצועי	במקצועיות
בר_מזל	למרבה_המזל	מהיר	במהירות
בר_מזל	למרבה_המזל	שקט	בשקט
בר_מזל	למרבה_המזל	מהיר	במהירות
בר_מזל	למרבה_המזל	נדיר	לעיתים_נדירות
בר_מזל	למרבה_המזל	מסוייג	באי_רצון
בר_מזל	למרבה_המזל	בטוח	בבטחה
בר_מזל	למרבה_המזל	רציני	ברצינות
בר_מזל	למרבה_המזל	לאט	באיטיות
בר_מזל	למרבה_המזל	פתאומי	בפתאומיות
בר_מזל	למרבה_המזל	מהיר	במהירות
בר_מזל	למרבה_המזל	טיפוסי	בצורה_טיפוסית
בר_מזל	למרבה_המזל	חסר_מזל	למרבה_הצער
בר_מזל	למרבה_המזל	רגיל	בדרך_כלל
בר_מזל	למרבה_המזל	מדהים	בצורה_מדהימה
בר_מזל	למרבה_המזל	גלוי	כנראה
בר_מזל	למרבה_המזל	רגוע	ברוגע
בר_מזל	למרבה_המזל	עליז	בעליזות
בר_מזל	למרבה_המזל	שלם	לגמרי
בר_מזל	למרבה_המזל	יעיל	ביעילות
חופשי	בחופשיות	זועם	בזעם
חופשי	בחופשיות	שמח	בשמחה
חופשי	בחופשיות	מיידי	באופן_מיידי
חופשי	בחופשיות	נדיר	לעיתים_רחוקות
חופשי	בחופשיות	בר_מזל	למרבה_המזל
חופשי	בחופשיות	הכי	לרוב
חופשי	בחופשיות	ברור	בוודאי
חופשי	בחופשיות	ארעי	לפעמים
חופשי	בחופשיות	אפשרי	אולי
חופשי	בחופשיות	מדויק	במדויק
חופשי	בחופשיות	מקצועי	במקצועיות
חופשי	בחופשיות	מהיר	במהירות
חופשי	בחופשיות	שקט	בשקט
חופשי	בחופשיות	מהיר	במהירות
חופשי	בחופשיות	נדיר	לעיתים_נדירות
חופשי	בחופשיות	מסוייג	באי_רצון
חופשי	בחופשיות	בטוח	בבטחה
חופשי	בחופשיות	רציני	ברצינות
חופשי	בחופשיות	לאט	באיטיות
חופשי	בחופשיות	פתאומי	בפתאומיות
חופשי	בחופשיות	מהיר	במהירות
חופשי	בחופשיות	טיפוסי	בצורה_טיפוסית
חופשי	בחופשיות	חסר_מזל	למרבה_הצער
חופשי	בחופשיות	רגיל	בדרך_כלל
חופשי	בחופשיות	מדהים	בצורה_מדהימה
חופשי	בחופשיות	גלוי	כנראה
חופשי	בחופשיות	רגוע	ברוגע
חופשי	בחופשיות	עליז	בעליזות
חופשי	בחופשיות	שלם	לגמרי
חופשי	בחופשיות	יעיל	ביעילות
חופשי	בחופשיות	בר_מזל	למרבה_המזל
זועם	בזעם	שמח	בשמחה
זועם	בזעם	מיידי	באופן_מיידי
זועם	בזעם	נדיר	לעיתים_רחוקות
זועם	בזעם	בר_מזל	למרבה_המזל
זועם	בזעם	הכי	לרוב
זועם	בזעם	ברור	בוודאי
זועם	בזעם	ארעי	לפעמים
זועם	בזעם	אפשרי	אולי
זועם	בזעם	מדויק	במדויק
זועם	בזעם	מקצועי	במקצועיות
זועם	בזעם	מהיר	במהירות
זועם	בזעם	שקט	בשקט
זועם	בזעם	מהיר	במהירות
זועם	בזעם	נדיר	לעיתים_נדירות
זועם	בזעם	מסוייג	באי_רצון
זועם	בזעם	בטוח	בבטחה
זועם	בזעם	רציני	ברצינות
זועם	בזעם	לאט	באיטיות
זועם	בזעם	פתאומי	בפתאומיות
זועם	בזעם	מהיר	במהירות
זועם	בזעם	טיפוסי	בצורה_טיפוסית
זועם	בזעם	חסר_מזל	למרבה_הצער
זועם	בזעם	רגיל	בדרך_כלל
