word	humorousness
abbey	2.292682927
abode	2.413793103
abscess	1.59375
absence	1.64
abstract	2.411764706
abyss	2.03125
accent	2.352941176
access	1.970588235
acclaim	1.666666667
account	2.052631579
ace	2.6
ache	1.973684211
acid	1.928571429
acne	2.4
act	2.322580645
active	2.074074074
actor	2.434782609
ad	1.92
adage	2.266666667
adder	2.125
addict	1.705882353
address	1.6
adept	2.111111111
ado	2.739130435
adult	2.631578947
advance	1.8125
advice	2.6
aerial	2.5
affair	2.151515152
affront	1.966666667
aid	2.054054054
aide	2.24137931
ailment	1.710526316
air	2.088235294
airfield	2.3125
airline	2.103448276
airplane	2.057142857
airport	2.233333333
airship	2.545454545
airspeed	2.5
airstrip	2.342105263
airway	2.208333333
aisle	2.444444444
alarm	1.827586207
album	2.257142857
alcove	2.027027027
alert	2.324324324
alias	2.028571429
alien	2.46875
alley	2.148148148
allure	2.571428571
ally	2
almond	2.416666667
alpha	2.35483871
altar	2.108695652
amber	2.121212121
ambience	2.6
ambush	2.058823529
amends	1.9
amp	2.333333333
anchor	2.304347826
ancient	2.161290323
angel	2.085714286
anger	1.5
angle	2.142857143
angst	2.075
ankle	1.958333333
anklet	2.714285714
annals	2.764705882
annual	2.148148148
answer	2.175
ant	2.275
anthem	2.2
anthill	2.388888889
anthrax	1.764705882
antics	3.464285714
antique	2.066666667
antiques	2.37037037
anus	3.514285714
anvil	2.538461538
apache	2.526315789
ape	2.714285714
apex	2.620689655
appeal	2.243243243
applause	2.5
apple	2.333333333
approach	2.029411765
apron	2.257142857
arcade	2.771428571
arch	2.026315789
archduke	2.829268293
arctic	1.909090909
ark	2.666666667
arm	1.904761905
armchair	2.242424242
army	1.96969697
array	2.315789474
arrest	1.727272727
arrow	2.12
arsenic	1.551020408
arson	1.775
art	2.290322581
artist	2.486486486
artiste	2.675
ashtray	2.093023256
aspect	2.333333333
asphalt	2.176470588
aspirin	2.166666667
ass	3.916666667
assault	1.694444444
asset	2.24
asthma	1.548387097
athlete	1.909090909
atlas	2.333333333
atoll	2.321428571
atom	1.942857143
attack	1.666666667
attempt	2.25
attic	2.25
auction	2.269230769
audience	2.257142857
audit	1.911764706
aunt	2.290322581
auntie	2.882352941
aura	2.481481481
author	1.666666667
auto	1.8125
award	2.393939394
awe	2.333333333
awning	2.135135135
axe	2.358974359
axle	2.4
babble	3.161290323
babe	3
baboon	3.707317073
baby	2.555555556
back	2
backbone	2.677419355
backdoor	3.078947368
backdrop	2.166666667
backer	2.137931034
background	1.882352941
backhand	2.518518519
backroom	2.259259259
backseat	2.272727273
backside	2.882352941
backup	2.310344828
backyard	1.78125
bad	1.771428571
badge	2.28125
badness	2
bag	2.636363636
baggage	2.2
bail	2.25
bailiff	2.346153846
balance	2.064516129
bale	2.277777778
ball	2.675
ballad	2.185185185
ballast	2.421052632
ballet	2.4
balloon	2.75
ballot	2.4
ballpoint	2.4
balm	2.5
bamboo	2.666666667
ban	2.171428571
band	2.194444444
bandage	2.090909091
bandit	2.325
bandstand	2.470588235
bang	2.84375
banger	3.32
banjo	2.80952381
bank	2.206896552
banker	2.027777778
banking	1.925
bankroll	2.382352941
bankrupt	1.703703704
banquet	2.333333333
banshee	3.095238095
banter	3.36
bar	2.37037037
bard	2.4375
bargain	2.138888889
barge	2.617647059
barium	2.151515152
bark	2.676470588
barley	1.970588235
barmaid	2.923076923
barman	2.666666667
barnyard	2.484848485
barrage	2.378378378
barrel	2.348837209
barrier	2.275862069
barter	2.2
base	1.848484848
baseline	2.55
basement	2.447368421
bash	2.731707317
basics	1.9
basis	1.96875
basket	2.555555556
bastard	2.866666667
bat	2.25
batch	2.03125
bath	2.393939394
bathe	2.233333333
bathing	2.612903226
bathrobe	2.363636364
bathtub	2.5
baton	2.571428571
batter	2.923076923
battle	1.727272727
bauble	2.791666667
bay	2.233333333
bayou	2.806451613
bazaar	2.851851852
beacon	2.375
bead	2.352941176
beak	2.361111111
beaker	2.628571429
beam	2.393939394
bear	2.233333333
beard	2.352941176
bearer	2.461538462
bearings	2.096774194
bearskin	2.628571429
beast	2.772727273
beat	2.184210526
beatnik	3.416666667
beauty	2.35
beaver	3.064516129
bebop	3.931034483
bed	2.2
bedding	2.130434783
bedroom	2.451612903
bedside	2.03125
bedspread	2.5
bedtime	2.090909091
beef	2.55
beefsteak	3.128205128
beehive	2.482758621
beep	2.615384615
beer	2.806451613
beeswax	3.379310345
beetle	2.75
beggar	2.125
beige	2.344827586
belay	2.193548387
belch	3.03125
belief	2.142857143
bell	1.757575758
bellboy	2.75
bellhop	2.64
bellow	3.096774194
belly	3.379310345
